Kline open time,Open price,High price,Low price,Close price,Volume,Kline Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Unused
1680458400000,1801.52000000,1802.01000000,1797.44000000,1797.70000000,7495.94770000,1680461999999,13493886.83810900,15202,3694.39920000,6650636.07592600,0
1680462000000,1797.69000000,1798.00000000,1771.70000000,1781.75000000,30210.27120000,1680465599999,53895369.58313300,47648,13305.10590000,23735578.73122500,0
1680465600000,1781.75000000,1789.67000000,1777.35000000,1788.38000000,14254.47440000,1680469199999,25421896.06477000,34167,7400.29890000,13197557.01230800,0
1680469200000,1788.37000000,1792.92000000,1783.12000000,1786.95000000,12663.41120000,1680472799999,22658060.80113400,23672,7238.78110000,12953980.92849500,0
1680472800000,1786.95000000,1793.93000000,1778.02000000,1793.41000000,17934.58980000,1680476399999,32016718.75880200,29682,9312.52100000,16625752.92484300,0
1680476400000,1793.42000000,1795.81000000,1790.86000000,1794.51000000,9409.86620000,1680479999999,16877494.41275800,18065,4679.80860000,8393748.51336600,0
1680480000000,1794.51000000,1794.56000000,1786.73000000,1791.09000000,9696.73640000,1680483599999,17369567.62525000,25196,4501.12840000,8062066.44723700,0
1680483600000,1791.08000000,1792.92000000,1762.77000000,1771.89000000,41530.31160000,1680487199999,73720080.51250000,54004,18038.60500000,32006487.17110800,0
1680487200000,1771.89000000,1778.00000000,1769.22000000,1775.23000000,21169.62460000,1680490799999,37558085.78976400,34526,11039.86720000,19586371.24364500,0
1680490800000,1775.23000000,1779.18000000,1772.93000000,1778.34000000,13052.24510000,1680494399999,23180473.58653400,28510,6613.24940000,11744845.55124600,0
1680494400000,1778.33000000,1778.86000000,1772.54000000,1777.29000000,10536.71630000,1680497999999,18712001.87904900,26504,4887.59120000,8679388.84178400,0
1680498000000,1777.28000000,1782.41000000,1776.35000000,1778.47000000,9772.13870000,1680501599999,17385229.64972200,24895,5091.75780000,9058624.93912100,0
1680501600000,1778.47000000,1786.27000000,1777.59000000,1785.87000000,12742.26310000,1680505199999,22705762.69271900,33581,7160.46120000,12760173.92035300,0
1680505200000,1785.88000000,1795.00000000,1785.51000000,1794.87000000,20019.08100000,1680508799999,35847931.21522700,50373,11233.80530000,20114993.78241000,0
1680508800000,1794.86000000,1817.50000000,1794.74000000,1812.19000000,46060.67540000,1680512399999,83379946.59604800,77250,24317.90900000,44020046.24338500,0
1680512400000,1812.20000000,1814.60000000,1808.82000000,1809.36000000,21007.62240000,1680515999999,38046040.93015700,38468,9908.48480000,17944626.56968900,0
1680516000000,1809.35000000,1814.49000000,1804.14000000,1804.17000000,19823.26020000,1680519599999,35865992.27662400,35940,9473.39800000,17141514.17986800,0
1680519600000,1804.17000000,1809.34000000,1801.44000000,1807.69000000,16443.66180000,1680523199999,29686797.07260600,37239,7425.78290000,13407046.82434400,0
1680523200000,1807.69000000,1807.86000000,1797.50000000,1803.37000000,16692.48740000,1680526799999,30093105.25743700,42612,8052.24990000,14516655.18257200,0
1680526800000,1803.36000000,1822.35000000,1801.99000000,1808.36000000,23836.78270000,1680530399999,43141885.41005800,50209,14122.44250000,25562735.90914800,0
1680530400000,1808.35000000,1811.14000000,1791.10000000,1793.28000000,30636.72330000,1680533999999,55188344.60711400,54580,14787.22820000,26643270.54081300,0
1680534000000,1793.29000000,1800.11000000,1788.64000000,1797.11000000,18728.22260000,1680537599999,33618493.11606500,46318,9568.04820000,17177174.67223000,0
1680537600000,1797.12000000,1802.18000000,1792.98000000,1793.77000000,16158.27770000,1680541199999,29033598.42427300,26822,7273.38150000,13071351.62391700,0
1680541200000,1793.76000000,1806.86000000,1791.40000000,1800.61000000,16821.29240000,1680544799999,30262292.67157500,32518,8892.25240000,15999788.54751800,0
1680544800000,1800.61000000,1839.99000000,1798.34000000,1831.92000000,73351.38660000,1680548399999,133763947.77901900,105234,40942.05290000,74655959.53689400,0
1680548400000,1831.92000000,1838.48000000,1814.22000000,1818.89000000,34828.79440000,1680551999999,63634396.56566500,46820,17172.30260000,31381779.64659100,0
1680552000000,1818.88000000,1819.86000000,1776.00000000,1780.05000000,73437.87110000,1680555599999,131557537.12353400,99450,32935.53520000,58992941.41992600,0
1680555600000,1780.06000000,1798.47000000,1768.27000000,1795.09000000,34359.15180000,1680559199999,61203910.42480600,55536,18515.22300000,32987405.98095600,0
1680559200000,1795.10000000,1815.96000000,1793.49000000,1806.31000000,28667.69640000,1680562799999,51830174.20492600,42786,15610.65210000,28221772.04949200,0
1680562800000,1806.31000000,1818.18000000,1805.93000000,1810.51000000,19130.63890000,1680566399999,34651205.02640100,29310,10693.50940000,19367075.21872300,0
1680566400000,1810.51000000,1816.83000000,1802.01000000,1804.98000000,19613.95840000,1680569999999,35472575.87478300,27509,10492.98680000,18977250.98186700,0
1680570000000,1804.97000000,1814.73000000,1803.47000000,1807.24000000,12883.76070000,1680573599999,23305581.55466200,24278,7143.54990000,12921407.03164000,0
1680573600000,1807.23000000,1813.40000000,1805.57000000,1807.89000000,11173.58780000,1680577199999,20220624.80952100,26746,6144.01960000,11119729.97446900,0
1680577200000,1807.89000000,1812.84000000,1807.43000000,1807.62000000,8528.87310000,1680580799999,15430319.14149500,25346,4575.23350000,8277193.40577100,0
1680580800000,1807.61000000,1809.41000000,1803.17000000,1803.90000000,8771.92680000,1680584399999,15844495.60627600,23246,4216.05130000,7614792.57990400,0
1680584400000,1803.91000000,1810.76000000,1803.75000000,1808.83000000,8944.20460000,1680587999999,16171333.31495700,31961,4826.45740000,8726287.22126100,0
1680588000000,1808.83000000,1820.00000000,1807.75000000,1816.60000000,18787.27430000,1680591599999,34089383.40184600,33884,11138.85040000,20211758.26821000,0
1680591600000,1816.59000000,1823.07000000,1808.00000000,1812.20000000,30566.76280000,1680595199999,55515251.14835000,44549,14898.38790000,27060508.52072400,0
1680595200000,1812.21000000,1825.00000000,1811.04000000,1823.12000000,17841.59680000,1680598799999,32456420.54816400,40332,9567.14890000,17401281.18321400,0
1680598800000,1823.11000000,1832.84000000,1820.03000000,1829.32000000,31700.76150000,1680602399999,57853583.61992000,59106,18982.10570000,34639045.75927900,0
1680602400000,1829.33000000,1838.40000000,1828.13000000,1832.16000000,33753.30650000,1680605999999,61870301.18673600,53450,19250.53450000,35287523.73890400,0
1680606000000,1832.16000000,1875.00000000,1830.00000000,1864.91000000,123543.33240000,1680609599999,230048009.87277000,176263,65119.70320000,121202314.54140800,0
1680609600000,1864.90000000,1873.62000000,1860.53000000,1869.46000000,48519.27710000,1680613199999,90569348.06863400,73885,25222.57200000,47087124.43325300,0
1680613200000,1869.46000000,1891.91000000,1857.17000000,1864.47000000,61847.78780000,1680616799999,115890539.66271500,101698,29991.45970000,56216035.51460200,0
1680616800000,1864.48000000,1879.96000000,1859.19000000,1863.82000000,36920.99190000,1680620399999,69000354.59797500,64564,20157.20310000,37672312.75116800,0
1680620400000,1863.83000000,1868.25000000,1851.95000000,1862.96000000,38172.18230000,1680623999999,71034767.30694000,58149,18097.36000000,33675387.76610100,0
1680624000000,1862.96000000,1868.40000000,1857.16000000,1866.00000000,16922.41360000,1680627599999,31514332.48836000,30641,8055.02050000,15001770.08904300,0
1680627600000,1866.00000000,1873.74000000,1864.81000000,1870.41000000,18269.64540000,1680631199999,34146237.09441800,32260,9024.58070000,16867147.48749600,0
1680631200000,1870.41000000,1872.12000000,1862.27000000,1864.54000000,10982.86030000,1680634799999,20512630.01343200,24217,4786.76140000,8940222.99018900,0
1680634800000,1864.54000000,1871.09000000,1862.55000000,1868.92000000,13340.68910000,1680638399999,24904664.24918100,26524,7246.94260000,13528209.00087500,0
1680638400000,1868.92000000,1887.00000000,1866.90000000,1878.02000000,19567.16390000,1680641999999,36706870.75319400,40405,10968.68560000,20573720.64843200,0
1680642000000,1878.02000000,1878.22000000,1866.45000000,1871.58000000,10671.23130000,1680645599999,19985567.45095200,26453,4790.12800000,8970893.02501000,0
1680645600000,1871.57000000,1873.43000000,1865.62000000,1866.99000000,8252.14390000,1680649199999,15431245.86577100,17738,3252.99240000,6083353.58514200,0
1680649200000,1866.98000000,1875.48000000,1859.21000000,1870.37000000,12632.90880000,1680652799999,23577261.02221600,24221,6369.31230000,11891228.86106100,0
1680652800000,1870.38000000,1918.00000000,1864.58000000,1913.77000000,68819.66740000,1680656399999,130726960.81008300,104273,38100.77980000,72348484.66433400,0
1680656400000,1913.77000000,1925.00000000,1905.39000000,1911.02000000,29636.77330000,1680659999999,56695669.86600500,55048,15360.98400000,29388486.43592800,0
1680660000000,1911.02000000,1925.00000000,1906.68000000,1910.76000000,24046.23790000,1680663599999,46005472.04266700,47492,11889.14930000,22751291.63945100,0
1680663600000,1910.76000000,1913.71000000,1904.69000000,1912.37000000,13365.75100000,1680667199999,25515151.36293800,32328,6124.78980000,11694178.87416100,0
1680667200000,1912.37000000,1913.92000000,1908.07000000,1908.84000000,10432.72970000,1680670799999,19935220.66641200,26037,4289.41450000,8196882.92835300,0
1680670800000,1908.84000000,1918.00000000,1907.19000000,1911.93000000,12914.07030000,1680674399999,24692644.55575100,32413,6479.43240000,12388849.38164600,0
1680674400000,1911.92000000,1914.24000000,1909.58000000,1912.77000000,10189.40760000,1680677999999,19484960.28408800,30837,4595.35980000,8788050.29234500,0
1680678000000,1912.76000000,1913.10000000,1907.58000000,1909.96000000,12431.79220000,1680681599999,23752194.78630300,48587,5511.62730000,10530719.16881900,0
1680681600000,1909.96000000,1915.02000000,1903.51000000,1911.00000000,19474.63350000,1680685199999,37193269.33757300,45546,9128.51580000,17431046.56190100,0
1680685200000,1911.00000000,1914.87000000,1908.03000000,1909.30000000,10767.85880000,1680688799999,20574179.69919700,32329,5878.17120000,11231862.97018100,0
1680688800000,1909.29000000,1913.87000000,1908.72000000,1913.87000000,8152.07470000,1680692399999,15574513.86734200,25160,3741.96640000,7149474.42658700,0
1680692400000,1913.87000000,1921.70000000,1910.50000000,1914.56000000,17216.29730000,1680695999999,32965029.79337000,43804,8647.43150000,16558107.49230500,0
1680696000000,1914.56000000,1942.98000000,1893.93000000,1921.74000000,54213.58960000,1680699599999,103885875.48702400,107471,27913.78350000,53508676.36248500,0
1680699600000,1921.73000000,1924.99000000,1906.16000000,1912.90000000,38446.31930000,1680703199999,73581055.75213600,65544,21087.21980000,40346427.12762100,0
1680703200000,1912.91000000,1917.51000000,1889.45000000,1897.45000000,49855.09420000,1680706799999,94722253.42990900,75190,25426.61460000,48313213.28886600,0
1680706800000,1897.46000000,1905.26000000,1882.31000000,1897.20000000,49990.18350000,1680710399999,94768662.15268600,77523,26351.24970000,49963048.25687200,0
1680710400000,1897.21000000,1900.79000000,1887.55000000,1893.28000000,25585.04440000,1680713999999,48463209.16868300,47325,12201.77000000,23111944.03548400,0
1680714000000,1893.28000000,1902.26000000,1891.10000000,1898.14000000,16400.89150000,1680717599999,31125613.52614900,28010,9046.61640000,17169262.28944900,0
1680717600000,1898.14000000,1900.48000000,1891.10000000,1900.13000000,12135.48310000,1680721199999,23025214.04043500,23605,5978.72290000,11345596.31066000,0
1680721200000,1900.13000000,1918.00000000,1892.88000000,1909.19000000,26496.41630000,1680724799999,50552349.71570700,43736,14081.98900000,26865816.75212500,0
1680724800000,1909.18000000,1915.36000000,1903.00000000,1905.75000000,14370.63690000,1680728399999,27436614.35078200,28385,6987.97570000,13339972.09609400,0
1680728400000,1905.74000000,1911.42000000,1905.74000000,1911.32000000,6258.60600000,1680731999999,11944656.40967900,20046,3561.25410000,6796986.35842200,0
1680732000000,1911.33000000,1913.69000000,1907.14000000,1909.95000000,9919.22790000,1680735599999,18945018.13985500,19502,5074.31790000,9691831.52119500,0
1680735600000,1909.96000000,1913.17000000,1907.20000000,1908.69000000,7476.72910000,1680739199999,14281042.54678900,16840,3879.58960000,7410426.69948100,0
1680739200000,1908.68000000,1909.91000000,1890.81000000,1896.70000000,24713.69120000,1680742799999,46934779.38225700,41195,10326.91860000,19612754.29352900,0
1680742800000,1896.70000000,1900.48000000,1885.95000000,1898.41000000,18597.01210000,1680746399999,35229289.30965400,37505,8865.03050000,16795400.77530900,0
1680746400000,1898.41000000,1900.27000000,1888.67000000,1894.02000000,10393.87760000,1680749999999,19698992.40078100,28822,4331.83210000,8210440.89236700,0
1680750000000,1894.03000000,1900.00000000,1892.90000000,1898.88000000,9256.65170000,1680753599999,17550503.50153500,26842,4406.95840000,8357633.96741500,0
1680753600000,1898.87000000,1898.88000000,1891.33000000,1892.60000000,8371.21970000,1680757199999,15861380.46576300,28450,4045.62860000,7666394.31597100,0
1680757200000,1892.60000000,1894.50000000,1880.00000000,1887.76000000,19782.11610000,1680760799999,37340270.97917200,43987,9426.33730000,17795291.81722000,0
1680760800000,1887.77000000,1892.65000000,1884.59000000,1891.86000000,10059.97750000,1680764399999,19001260.08608000,33806,5640.51420000,10653987.87655400,0
1680764400000,1891.85000000,1893.13000000,1876.54000000,1879.22000000,18632.29120000,1680767999999,35109803.51566700,42580,8670.94070000,16335887.14402500,0
1680768000000,1879.22000000,1883.87000000,1870.20000000,1879.66000000,21860.71770000,1680771599999,41059428.06101800,46885,11418.10260000,21445683.98077000,0
1680771600000,1879.65000000,1885.50000000,1874.77000000,1875.51000000,11800.93400000,1680775199999,22187614.92389700,35543,5746.84790000,10807173.04785100,0
1680775200000,1875.52000000,1875.52000000,1853.70000000,1861.81000000,45068.31880000,1680778799999,83997492.24271300,72511,19940.01620000,37159918.13747900,0
1680778800000,1861.80000000,1870.18000000,1859.81000000,1868.68000000,15152.71270000,1680782399999,28271869.58203900,43225,7279.65820000,13582779.11337600,0
1680782400000,1868.68000000,1875.98000000,1859.00000000,1863.28000000,27795.10280000,1680785999999,51852428.93486600,53787,13417.07000000,25030601.74850900,0
1680786000000,1863.27000000,1869.56000000,1854.66000000,1866.83000000,24767.65620000,1680789599999,46126034.64125000,55771,11485.20800000,21393717.67310400,0
1680789600000,1866.83000000,1873.00000000,1863.23000000,1868.25000000,19908.70520000,1680793199999,37197013.09883500,47803,10468.94310000,19560685.55526000,0
1680793200000,1868.26000000,1878.67000000,1867.24000000,1874.55000000,21940.47830000,1680796799999,41119051.67132600,47481,10940.83100000,20504111.74250900,0
1680796800000,1874.54000000,1882.99000000,1871.96000000,1876.16000000,22076.84390000,1680800399999,41454567.75543500,40804,9681.68400000,18179573.70864500,0
1680800400000,1876.17000000,1880.10000000,1873.82000000,1874.78000000,11296.52060000,1680803999999,21205586.93944300,32534,5085.05170000,9545255.19200100,0
1680804000000,1874.77000000,1878.45000000,1865.99000000,1867.21000000,11804.75010000,1680807599999,22108095.71548700,31136,6546.36950000,12262727.34176300,0
1680807600000,1867.20000000,1874.65000000,1866.47000000,1871.29000000,8774.33080000,1680811199999,16411815.78737700,24144,4656.33950000,8709625.05574500,0
1680811200000,1871.30000000,1879.22000000,1863.16000000,1863.31000000,12320.72550000,1680814799999,23060844.58440000,35047,6092.83120000,11404788.74644100,0
1680814800000,1863.31000000,1873.54000000,1860.00000000,1865.35000000,9303.02690000,1680818399999,17372501.34369700,28596,4878.59030000,9109595.37997100,0
1680818400000,1865.36000000,1870.09000000,1861.32000000,1869.43000000,7305.12270000,1680821999999,13630385.32850000,21723,4070.85190000,7595172.99298600,0
1680822000000,1869.43000000,1872.46000000,1868.60000000,1872.41000000,5258.65190000,1680825599999,9837289.77280800,16511,2912.34230000,5448284.85363600,0
1680825600000,1872.41000000,1882.00000000,1869.27000000,1881.76000000,12109.82930000,1680829199999,22715577.68775900,27183,7129.11200000,13373968.03185100,0
1680829200000,1881.77000000,1882.61000000,1874.72000000,1875.04000000,10081.88720000,1680832799999,18938237.50896100,26987,5261.94320000,9884049.86475800,0
1680832800000,1875.05000000,1876.89000000,1866.00000000,1873.71000000,11637.35340000,1680836399999,21787527.22870300,32357,5213.11900000,9761234.18361200,0
1680836400000,1873.72000000,1878.54000000,1873.52000000,1876.73000000,8177.58710000,1680839999999,15339438.60289000,27977,4410.63300000,8273225.04565100,0
1680840000000,1876.73000000,1879.00000000,1874.58000000,1876.31000000,6736.86480000,1680843599999,12647394.43986800,25127,3431.49850000,6442035.63245600,0
1680843600000,1876.31000000,1876.31000000,1865.00000000,1870.65000000,12091.01200000,1680847199999,22614000.83677800,38139,4752.78800000,8888568.56282900,0
1680847200000,1870.65000000,1870.76000000,1860.97000000,1865.99000000,13157.62590000,1680850799999,24545030.76410000,32304,7037.79950000,13124795.20559600,0
1680850800000,1866.00000000,1866.81000000,1841.46000000,1850.79000000,32569.26600000,1680854399999,60439089.13170300,71139,13937.71580000,25860266.27731600,0
1680854400000,1850.78000000,1857.39000000,1846.28000000,1851.19000000,21966.48890000,1680857999999,40687868.83261100,50326,10881.02050000,20156640.25145600,0
1680858000000,1851.19000000,1856.52000000,1849.02000000,1855.57000000,13630.71430000,1680861599999,25257230.50756100,30188,7078.44570000,13113571.26365000,0
1680861600000,1855.56000000,1859.20000000,1853.00000000,1858.31000000,10979.12060000,1680865199999,20381478.68465900,25659,5515.16840000,10237648.64165500,0
1680865200000,1858.32000000,1858.72000000,1843.35000000,1849.35000000,12654.11580000,1680868799999,23430577.31380400,44103,5950.12470000,11017558.39250200,0
1680868800000,1849.35000000,1858.67000000,1842.70000000,1853.00000000,31346.45230000,1680872399999,58034224.22385400,68027,17875.67360000,33094814.48614700,0
1680872400000,1853.00000000,1856.27000000,1847.61000000,1854.32000000,12403.77110000,1680875999999,22976585.79138000,39424,6755.15090000,12512555.64201600,0
1680876000000,1854.32000000,1863.36000000,1853.36000000,1856.27000000,12040.85930000,1680879599999,22373298.37929200,43939,6122.25600000,11375422.85028500,0
1680879600000,1856.28000000,1861.01000000,1855.93000000,1860.36000000,7520.54390000,1680883199999,13976693.76905600,50219,4231.05200000,7864307.57892300,0
1680883200000,1860.36000000,1861.91000000,1851.34000000,1852.76000000,8531.99630000,1680886799999,15835769.83420600,40177,3363.38010000,6243099.84388900,0
1680886800000,1852.75000000,1859.93000000,1852.75000000,1858.93000000,6181.19700000,1680890399999,11478209.31173400,25248,3397.81650000,6309166.82935500,0
1680890400000,1858.94000000,1859.80000000,1853.00000000,1854.04000000,5392.85470000,1680893999999,10013755.70758500,24800,2548.54170000,4732421.78387700,0
1680894000000,1854.04000000,1856.72000000,1851.61000000,1854.72000000,4327.79220000,1680897599999,8024989.57830200,22464,2074.14860000,3846065.83565900,0
1680897600000,1854.72000000,1857.49000000,1851.23000000,1852.63000000,4523.60660000,1680901199999,8389188.74190700,23925,2370.22560000,4396253.81659800,0
1680901200000,1852.63000000,1859.53000000,1852.39000000,1856.78000000,4119.13590000,1680904799999,7645648.65934700,14664,2151.92610000,3994014.15055700,0
1680904800000,1856.79000000,1872.00000000,1853.99000000,1867.83000000,12371.20610000,1680908399999,23072239.64416100,25204,7253.90020000,13530100.82343500,0
1680908400000,1867.82000000,1870.54000000,1862.70000000,1863.72000000,9705.20660000,1680911999999,18114695.19834500,19481,5058.68890000,9442712.28885500,0
1680912000000,1863.73000000,1864.79000000,1854.62000000,1854.99000000,13845.10750000,1680915599999,25741060.23547100,28391,5922.44610000,11012304.22522300,0
1680915600000,1854.99000000,1860.94000000,1854.99000000,1859.10000000,6856.46700000,1680919199999,12737305.54259000,23342,3623.72560000,6732115.54467400,0
1680919200000,1859.09000000,1865.97000000,1858.22000000,1865.26000000,5975.77920000,1680922799999,11120112.54846900,31155,3633.78450000,6762112.12111900,0
1680922800000,1865.25000000,1872.21000000,1864.28000000,1868.27000000,14875.70600000,1680926399999,27778872.68809500,39414,7781.39130000,14531730.30938200,0
1680926400000,1868.27000000,1869.32000000,1864.02000000,1866.34000000,4781.80800000,1680929999999,8927351.08322100,33160,2123.12510000,3963866.34672800,0
1680930000000,1866.35000000,1878.60000000,1866.34000000,1878.59000000,12390.10880000,1680933599999,23198211.25273000,48683,7298.10120000,13664897.85107800,0
1680933600000,1878.59000000,1879.38000000,1873.02000000,1874.28000000,9551.51360000,1680937199999,17915688.95624000,53456,4366.37710000,8189782.16393500,0
1680937200000,1874.28000000,1874.95000000,1870.10000000,1872.29000000,7158.95160000,1680940799999,13410777.27819900,54905,3171.31530000,5940973.83939200,0
1680940800000,1872.30000000,1874.50000000,1867.42000000,1867.68000000,5973.25410000,1680944399999,11177570.32407700,47818,2815.92760000,5269791.68344600,0
1680944400000,1867.69000000,1873.18000000,1865.50000000,1870.21000000,7623.06830000,1680947999999,14257310.46097200,47452,4291.73410000,8026981.19947100,0
1680948000000,1870.22000000,1870.46000000,1866.93000000,1868.84000000,5772.91090000,1680951599999,10787589.29450200,40374,2929.22180000,5473534.74251400,0
1680951600000,1868.83000000,1869.49000000,1866.85000000,1867.44000000,4873.83310000,1680955199999,9104940.47136800,44888,2552.63080000,4768656.12505200,0
1680955200000,1867.45000000,1868.84000000,1862.00000000,1866.09000000,7039.32770000,1680958799999,13134758.26904000,62212,3473.79930000,6481159.74372500,0
1680958800000,1866.09000000,1868.51000000,1863.66000000,1867.44000000,7111.38560000,1680962399999,13272481.56903300,41105,3716.93160000,6936754.14536400,0
1680962400000,1867.43000000,1871.22000000,1867.43000000,1868.82000000,8386.12310000,1680965999999,15674495.37260100,43578,5609.07400000,10483332.91621000,0
1680966000000,1868.82000000,1869.00000000,1865.12000000,1866.89000000,5279.15620000,1680969599999,9856973.12880500,40005,2318.66360000,4329083.01354800,0
1680969600000,1866.89000000,1868.79000000,1863.41000000,1867.20000000,6807.92750000,1680973199999,12706043.52426500,36146,3262.64580000,6089134.34844200,0
1680973200000,1867.19000000,1869.47000000,1853.87000000,1859.76000000,11543.20860000,1680976799999,21499765.52220900,34800,5034.65630000,9377205.01132700,0
1680976800000,1859.75000000,1861.57000000,1848.47000000,1851.16000000,14872.81790000,1680980399999,27598351.39816100,40662,6623.84040000,12293176.77939400,0
1680980400000,1851.16000000,1856.70000000,1847.33000000,1854.01000000,9091.81700000,1680983999999,16836523.73327800,25205,4220.97710000,7816800.12005800,0
1680984000000,1854.01000000,1858.49000000,1854.00000000,1854.25000000,5955.60780000,1680987599999,11055942.39759100,22887,2405.44010000,4465048.72006000,0
1680987600000,1854.26000000,1855.87000000,1852.94000000,1854.73000000,4457.02610000,1680991199999,8265520.16466000,17690,2238.92790000,4151884.75913000,0
1680991200000,1854.73000000,1854.74000000,1847.00000000,1850.95000000,9785.92870000,1680994799999,18111714.64235500,24366,3707.31950000,6861248.66018700,0
1680994800000,1850.94000000,1855.92000000,1848.05000000,1848.82000000,7896.70640000,1680998399999,14623321.07172600,21093,4091.23210000,7576812.96497400,0
1680998400000,1848.82000000,1858.00000000,1846.97000000,1854.52000000,9986.69100000,1681001999999,18499618.94035200,22863,5791.80260000,10729561.51623000,0
1681002000000,1854.52000000,1859.60000000,1854.02000000,1858.73000000,6548.35410000,1681005599999,12160750.01266500,23991,3385.69730000,6287585.32608500,0
1681005600000,1858.73000000,1859.53000000,1852.81000000,1854.19000000,5952.77550000,1681009199999,11053886.30430400,27367,2359.27000000,4381605.66088400,0
1681009200000,1854.19000000,1855.23000000,1851.52000000,1851.78000000,5680.95530000,1681012799999,10529646.37822400,29098,2655.79710000,4922809.94755800,0
1681012800000,1851.79000000,1854.34000000,1851.13000000,1852.69000000,5077.76290000,1681016399999,9408352.36885400,29586,2299.70950000,4261067.13245200,0
1681016400000,1852.69000000,1855.62000000,1848.82000000,1849.32000000,5754.79870000,1681019999999,10662989.65287600,40209,2287.63920000,4238581.08441900,0
1681020000000,1849.33000000,1849.37000000,1824.01000000,1834.92000000,43246.89790000,1681023599999,79309406.76315600,89871,19907.90260000,36500680.40743600,0
1681023600000,1834.91000000,1838.33000000,1831.84000000,1835.49000000,15025.47170000,1681027199999,27567805.22032400,49895,7794.76060000,14301541.33603800,0
1681027200000,1835.49000000,1838.20000000,1832.50000000,1837.81000000,9718.69500000,1681030799999,17843657.96255100,46692,5306.33570000,9743245.98804000,0
1681030800000,1837.81000000,1840.20000000,1835.94000000,1836.52000000,7522.93370000,1681034399999,13825254.45642300,58084,3487.60690000,6409733.56989400,0
1681034400000,1836.51000000,1837.62000000,1827.04000000,1833.26000000,13247.01490000,1681037999999,24284919.29977400,55754,7342.11730000,13456143.59476400,0
1681038000000,1833.27000000,1839.45000000,1831.59000000,1839.22000000,8326.05250000,1681041599999,15283317.88156500,49057,4686.67270000,8603235.51664900,0
1681041600000,1839.22000000,1845.53000000,1837.31000000,1838.89000000,10646.18000000,1681045199999,19603439.20775400,56837,5830.04050000,10735537.47102500,0
1681045200000,1838.90000000,1838.94000000,1832.63000000,1836.75000000,14714.94720000,1681048799999,27000015.09823100,54916,9472.47260000,17376831.93575400,0
1681048800000,1836.76000000,1837.92000000,1826.25000000,1833.57000000,14056.79290000,1681052399999,25748039.50093300,55330,6599.68680000,12089113.48066300,0
1681052400000,1833.58000000,1841.00000000,1831.18000000,1837.04000000,9546.06290000,1681055999999,17525891.09721000,43669,5088.28030000,9341748.04259800,0
1681056000000,1837.05000000,1843.64000000,1836.08000000,1839.47000000,7525.58410000,1681059599999,13840732.57961700,37801,4166.54560000,7662382.54769500,0
1681059600000,1839.48000000,1841.72000000,1836.04000000,1840.25000000,6298.33870000,1681063199999,11579351.65883200,31844,3051.59540000,5610400.90478000,0
1681063200000,1840.25000000,1860.93000000,1838.18000000,1855.68000000,15133.00130000,1681066799999,27998021.74958400,30489,7849.82250000,14522582.36252600,0
1681066800000,1855.67000000,1866.75000000,1851.63000000,1856.39000000,23916.67170000,1681070399999,44461291.54106000,37444,12135.62290000,22559638.61464900,0
1681070400000,1856.39000000,1858.70000000,1852.72000000,1856.01000000,6797.45220000,1681073999999,12610630.47379400,16942,3302.78810000,6127401.88984400,0
1681074000000,1856.01000000,1873.04000000,1855.89000000,1867.20000000,15544.34480000,1681077599999,28971856.11261000,26037,8576.46310000,15983849.28612600,0
1681077600000,1867.19000000,1873.99000000,1863.67000000,1865.81000000,16954.76950000,1681081199999,31667506.23237300,23984,8387.89860000,15667907.08162400,0
1681081200000,1865.81000000,1867.01000000,1855.90000000,1858.92000000,9908.75940000,1681084799999,18442114.34730700,15698,4627.30160000,8612714.14537200,0
1681084800000,1858.91000000,1863.46000000,1856.12000000,1859.50000000,10739.72270000,1681088399999,19983648.51255200,21027,5496.48260000,10227253.52775700,0
1681088400000,1859.51000000,1859.83000000,1846.40000000,1851.08000000,13251.45230000,1681091999999,24546412.46121800,20589,5455.93380000,10104703.24697100,0
1681092000000,1851.07000000,1859.00000000,1850.64000000,1855.30000000,12410.47960000,1681095599999,23022417.84671500,16074,7469.59260000,13858491.05666200,0
1681095600000,1855.31000000,1860.22000000,1854.92000000,1857.97000000,7229.30260000,1681099199999,13430893.76296400,12996,3985.57440000,7404969.63118100,0
1681099200000,1857.97000000,1862.56000000,1855.79000000,1856.78000000,20925.82610000,1681102799999,38915412.95234000,19171,8260.50010000,15361123.43818700,0
1681102800000,1856.79000000,1866.01000000,1853.62000000,1860.07000000,12434.61120000,1681106399999,23121397.46588900,17429,6480.93400000,12054006.57864200,0
1681106400000,1860.07000000,1860.70000000,1857.61000000,1859.16000000,5353.86800000,1681109999999,9955352.07359500,12810,2756.10080000,5124628.95919300,0
1681110000000,1859.16000000,1860.48000000,1855.03000000,1860.00000000,8082.55560000,1681113599999,15015967.85591800,17073,4008.61780000,7447221.08616900,0
1681113600000,1859.99000000,1862.73000000,1857.02000000,1857.24000000,11352.76640000,1681117199999,21117813.10096500,17072,5928.98900000,11028634.39783700,0
1681117200000,1857.23000000,1860.00000000,1856.77000000,1857.36000000,7919.41840000,1681120799999,14717357.63931800,12911,3666.73810000,6814129.16589100,0
1681120800000,1857.37000000,1862.64000000,1855.24000000,1861.02000000,8983.78460000,1681124399999,16692686.31996600,14231,5298.32200000,9843949.84647000,0
